"","lens1","lens2","val","geography","unit","description","indicator"
"145","Digital platform based self employed","URBAN","5817.27405424732","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"146","Not Applicable","RURAL","0","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"147","Not Applicable","URBAN","0","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"148","Salaried - Permanent","RURAL","61593.98013597","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"149","Salaried - Permanent","URBAN","42342.9725021101","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"150","Salaried - Temporary, not on digital platform","RURAL","468962.368330127","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"151","Salaried - Temporary, not on digital platform","URBAN","541020.469360516","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"152","Self-employed not on digital platform","RURAL","799447.018545392","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"153","Self-employed not on digital platform","URBAN","737870.559260243","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and regions","emp_arr_pop_of_Andhra Pradesh_tg_region"
"154","Daily Wage worker/ Casual labour","RURAL","2034649.84171375","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"155","Daily Wage worker/ Casual labour","URBAN","1463474.22054383","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"156","Digital platform based salaried temporary","URBAN","3483.48502577657","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"157","Digital platform based self employed","URBAN","6896.43934954037","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"158","Not Applicable","RURAL","703935.955722997","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"159","Not Applicable","URBAN","485567.78478464","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"160","Salaried - Permanent","RURAL","61593.98013597","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"161","Salaried - Permanent","URBAN","42342.9725021101","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"162","Salaried - Temporary, not on digital platform","RURAL","468962.368330127","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"163","Salaried - Temporary, not on digital platform","URBAN","548415.025592083","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"164","Self-employed not on digital platform","RURAL","2534509.48146185","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"165","Self-employed not on digital platform","URBAN","2090955.96800409","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group with students and home makers, and regions","emp_arr_pop_of_Andhra Pradesh_tgstuhm_region"
"166","Daily Wage worker/ Casual labour","Christian","605330.909483793","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"167","Daily Wage worker/ Casual labour","Hindu","2529857.11425933","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"168","Daily Wage worker/ Casual labour","Muslim","362037.636555666","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"169","Digital platform based salaried temporary","Hindu","3483.48502577657","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"170","Digital platform based self employed","Hindu","3204.80538888265","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"171","Digital platform based self employed","Muslim","2612.46866536467","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"172","Not Applicable","Christian","0","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"173","Not Applicable","Hindu","0","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"174","Salaried - Permanent","Christian","1166.89451423538","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"175","Salaried - Permanent","Hindu","92788.6313870043","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"176","Salaried - Permanent","Muslim","9981.42673684051","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"177","Salaried - Temporary, not on digital platform","Christian","84151.0613332769","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"178","Salaried - Temporary, not on digital platform","Hindu","790865.144220797","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"179","Salaried - Temporary, not on digital platform","Muslim","134966.632136569","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"180","Self-employed not on digital platform","Christian","39176.1677041241","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"181","Self-employed not on digital platform","Hindu","1163208.74114736","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"182","Self-employed not on digital platform","Muslim","334932.668954153","Andhra Pradesh","number of people","employment arrangement of  population of  Andhra Pradesh in target group and religion","emp_arr_pop_of_Andhra Pradesh_tg_religion"
"183","Daily Wage worker/ Casual labour","Christian","605330.909483793","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
"184","Daily Wage worker/ Casual labour","Hindu","2530755.51621812","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
"185","Daily Wage worker/ Casual labour","Muslim","362037.636555666","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
"186","Digital platform based salaried temporary","Hindu","3483.48502577657","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
"187","Digital platform based self employed","Hindu","4283.9706841757","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
"188","Digital platform based self employed","Muslim","2612.46866536467","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
"189","Not Applicable","Christian","59188.5214520235","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
"190","Not Applicable","Hindu","1100295.44524542","Andhra Pradesh","number of people","employment arrangement of population of  Andhra Pradesh in target group with students and home makers,and religion","emp_arr_pop_of_Andhra Pradesh_tgstuhm_religion"
